    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             10    1.30292e+10              0    3.71741e+14    3.68036e-16
             11    1.89283e+10              0    5.15648e+14    6.91358e-15
             12    2.69129e+10              0    7.01756e+14    1.19671e-13
             13    3.75029e+10              0    9.40575e+14    1.92682e-12
             14    5.13729e+10              0    1.24308e+15    2.90286e-11
             15    6.92711e+10              0    1.62333e+15    4.11738e-10
             16    9.21193e+10              0    2.09672e+15    5.52286e-09
             17    1.20953e+11              0    2.68202e+15     7.0364e-08
             18    1.56996e+11              0    3.40039e+15    8.54484e-07
             19    2.01637e+11              0    4.27668e+15    9.92265e-06
             20    2.56465e+11              0    5.33949e+15    0.000110496
             21    3.23302e+11              0    6.62133e+15     0.00118286
             22    4.04182e+11              0    8.15994e+15      0.0122004
             23    5.01435e+11              0     9.9977e+15       0.121485
             24    6.17635e+11              0    1.21836e+16        1.17001
             25    7.55711e+11              0    1.47723e+16        10.9161
             26    9.18865e+11              0    1.78268e+16        98.8148
             27    1.11072e+12              0    2.14171e+16        868.705
             28    1.33522e+12              0    2.56231e+16        7399.66
             29    1.59679e+12              0    3.05337e+16        59213.2
             30    1.90022e+12              0    3.62496e+16         372915
             31    2.25087e+12              0    4.28822e+16    1.46577e+06
             32    2.65452e+12              0    5.05574e+16    4.01582e+06
             33    3.11754e+12              0    5.94144e+16    8.83423e+06
             34    3.64686e+12              0    6.96088e+16    1.68622e+07
             35    4.25003e+12              0    8.13134e+16    2.91421e+07
             36    4.93523e+12              0    9.47198e+16    4.68135e+07
             37    5.71134e+12              0     1.1004e+17    7.10625e+07
             38    6.58798e+12              0    1.27509e+17    1.03072e+08
             39     7.5755e+12              0    1.47385e+17    1.43987e+08
             40    8.68513e+12              0    1.69953e+17     1.9492e+08
             41    9.92887e+12              0    1.95529e+17    2.56946e+08
             42    1.13197e+13              0    2.24457e+17    3.31063e+08
             43    1.28715e+13              0    2.57116e+17    4.18189e+08
             44    1.45992e+13              0    2.93922e+17    5.19149e+08
             45    1.65186e+13              0    3.35331e+17    6.34679e+08
             46     1.8647e+13              0    3.81838e+17    7.65426e+08
             47    2.10023e+13              0    4.33989e+17    9.11954e+08
             48    2.36042e+13              0    4.92375e+17    1.07473e+09
             49    2.64731e+13              0    5.57643e+17    1.25413e+09
             50    2.96311e+13              0    6.30497e+17    1.45045e+09
             51    3.31015e+13              0    7.11702e+17    1.66392e+09
             52    3.69093e+13              0    8.02087e+17    1.89467e+09
             53    4.10805e+13              0    9.02555e+17    2.14279e+09
             54    4.56432e+13              0    1.00773e+18    2.40829e+09
             55    5.06269e+13              0    1.09782e+18    2.69111e+09
             56    5.60627e+13              0    1.16801e+18    2.99117e+09
             57    6.19835e+13              0    1.31112e+18    3.30832e+09
             58    6.84243e+13              0     1.3635e+18    3.64238e+09
             59    7.54217e+13              0    1.52314e+18     3.9931e+09
             60    8.30144e+13              0    1.57078e+18    4.36023e+09
             61    9.12433e+13              0     1.6676e+18    4.74347e+09
             62    1.00151e+14              0    1.77026e+18    5.14252e+09
             63    1.09783e+14              0    1.91214e+18    5.55703e+09
             64    1.20186e+14              0    1.97351e+18    5.98664e+09
             65    1.31411e+14              0    2.00111e+18    6.43097e+09
             66    1.43509e+14              0    2.23147e+18    6.88963e+09
             67    1.56535e+14              0    2.13108e+18    7.36222e+09
             68    1.70547e+14              0    2.20615e+18    7.84835e+09
             69    1.85604e+14              0    2.29521e+18    8.34758e+09
             70    2.01771e+14              0    2.29215e+18     8.8595e+09
             71    2.19112e+14              0    2.39741e+18    9.38369e+09
             72    2.37696e+14              0    2.38395e+18    9.91972e+09
             73    2.57596e+14              0    2.47239e+18    1.04672e+10
             74    2.78886e+14              0    2.50414e+18    1.10256e+10
             75    3.01645e+14              0    2.47405e+18    1.15947e+10
             76    3.25955e+14              0    2.66895e+18    1.21739e+10
             77    3.51901e+14              0    2.53965e+18    1.27629e+10
             78    3.79572e+14              0    2.57441e+18    1.33612e+10
             79    4.09061e+14              0    2.67761e+18    1.39685e+10
             80    4.40464e+14              0    2.61383e+18    1.45844e+10
             81    4.73881e+14              0    2.67603e+18    1.52084e+10
             82    5.09417e+14              0    2.67578e+18    1.58403e+10
             83     5.4718e+14              0    2.70959e+18    1.64796e+10
             84    5.87285e+14              0      2.669e+18    1.71259e+10
             85    6.29846e+14              0    2.67762e+18     1.7779e+10
             86    6.74987e+14              0    2.73359e+18    1.84385e+10
             87    7.22834e+14              0    2.63364e+18     1.9104e+10
             88    7.73518e+14              0    2.68863e+18    1.97752e+10
             89    8.27176e+14              0    2.68214e+18    2.04518e+10
             90    8.83947e+14              0    2.63469e+18    2.11334e+10
             91    9.43979e+14              0     2.6491e+18    2.18199e+10
             92    1.00742e+15              0     2.6385e+18    2.25108e+10
             93    1.07444e+15              0    2.66373e+18     2.3206e+10
             94    1.14518e+15              0    2.59453e+18    2.39051e+10
             95    1.21982e+15              0    2.60459e+18    2.46078e+10
             96    1.29854e+15              0    2.62664e+18    2.53139e+10
             97    1.38151e+15              0    2.53447e+18    2.60232e+10
             98    1.46893e+15              0    2.58482e+18    2.67353e+10
             99    1.56097e+15              0    2.56535e+18    2.74502e+10
            100    1.65784e+15              0    2.50949e+18    2.81675e+10
