    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             68    3.32746e+14              0    1.13075e+18     5.6796e+09
             69    3.62375e+14              0    1.17558e+18    5.93255e+09
             70    3.94204e+14              0    1.17322e+18    6.18804e+09
             71    4.28366e+14              0    1.22629e+18    6.44586e+09
             72    4.64997e+14              0    1.21862e+18    6.70585e+09
             73    5.04243e+14              0    1.26304e+18    6.96782e+09
             74    5.46254e+14              0    1.27847e+18    7.23163e+09
             75    5.91186e+14              0    1.26235e+18     7.4971e+09
             76    6.39205e+14              0      1.361e+18    7.76409e+09
             77    6.90481e+14              0    1.29432e+18    8.03245e+09
             78    7.45193e+14              0     1.3113e+18    8.30204e+09
             79    8.03526e+14              0    1.36312e+18    8.57272e+09
             80    8.65675e+14              0    1.32994e+18    8.84437e+09
             81    9.31841e+14              0    1.36088e+18    9.11686e+09
             82    1.00223e+15              0    1.36005e+18    9.39008e+09
             83    1.07707e+15              0    1.37654e+18    9.66391e+09
             84    1.15658e+15              0    1.35526e+18    9.93824e+09
             85      1.241e+15              0    1.35898e+18     1.0213e+10
             86    1.33057e+15              0    1.38673e+18     1.0488e+10
             87    1.42555e+15              0    1.33541e+18    1.07633e+10
             88     1.5262e+15              0    1.36267e+18    1.10386e+10
             89    1.63279e+15              0    1.35878e+18    1.13141e+10
             90    1.74561e+15              0    1.33416e+18    1.15894e+10
             91    1.86496e+15              0    1.34088e+18    1.18647e+10
             92    1.99114e+15              0    1.33496e+18    1.21397e+10
             93    2.12446e+15              0    1.34717e+18    1.24145e+10
             94    2.26526e+15              0    1.31164e+18     1.2689e+10
             95    2.41386e+15              0    1.31621e+18     1.2963e+10
             96    2.57063e+15              0    1.32683e+18    1.32367e+10
             97    2.73593e+15              0    1.27979e+18    1.35098e+10
             98    2.91013e+15              0    1.30472e+18    1.37823e+10
             99    3.09362e+15              0    1.29442e+18    1.40542e+10
            100     3.2868e+15              0    1.26577e+18    1.43255e+10
    E, kcal/mol    D, mol/kcal         W2->W1         W2->P1         W2->P2
              0    1.26484e+07              0              0    8.00422e-34
              1    5.82005e+07              0    9.98415e+11    5.62849e-31
              2    1.80954e+08              0    3.87719e+12    7.63802e-29
              3    4.34262e+08              0    9.53691e+12     6.1126e-27
              4    9.20213e+08              0    1.86366e+13    3.34164e-25
              5    1.75939e+09              0    3.25704e+13    1.40959e-23
              6    3.13069e+09              0     5.2866e+13    4.84358e-22
              7    5.27519e+09              0    8.14576e+13    1.40861e-20
              8    8.49625e+09              0     1.2082e+14    3.57008e-19
              9    1.32098e+10              0    1.73565e+14    8.03132e-18
             10    1.98921e+10              0    2.43487e+14    1.63285e-16
             11     2.9186e+10              0    3.34418e+14    3.03242e-15
             12    4.18323e+10              0    4.51476e+14    5.19932e-14
             13    5.87492e+10              0    6.00421e+14    8.29468e-13
             14     8.1043e+10              0    7.87982e+14    1.23926e-11
             15    1.09998e+11              0    1.02229e+15    1.74408e-10
             16    1.47172e+11              0     1.3124e+15    2.32253e-09
             17    1.94326e+11              0    1.66934e+15    2.93926e-08
             18    2.53557e+11              0    2.10543e+15    3.54724e-07
             19    3.27247e+11              0    2.63513e+15    4.09547e-06
             20    4.18132e+11              0    3.27502e+15    4.53617e-05
             21    5.29364e+11              0    4.04388e+15    0.000483163
             22    6.64467e+11              0    4.96353e+15     0.00496021
             23    8.27484e+11              0    6.05836e+15      0.0491758
             24    1.02291e+12              0    7.35648e+15       0.471674
             25    1.25581e+12              0    8.88952e+15        4.38406
             26    1.53185e+12              0    1.06932e+16        39.5443
             27     1.8573e+12              0     1.2808e+16        346.499
             28    2.23917e+12              0    1.52791e+16        2942.36
             29    2.68514e+12              0    1.81576e+16        23477.7
             30    3.20377e+12              0    2.15004e+16         147462
             31     3.8044e+12              0    2.53712e+16         578161
             32    4.49731e+12              0    2.98413e+16    1.58024e+06
             33    5.29376e+12              0    3.49897e+16    3.46841e+06
             34      6.206e+12              0    4.09046e+16    6.60595e+06
             35    7.24746e+12              0    4.76836e+16     1.1393e+07
             36    8.43265e+12              0     5.5435e+16    1.82653e+07
             37    9.77739e+12              0    6.42786e+16    2.76737e+07
             38    1.12988e+13              0    7.43464e+16    4.00656e+07
             39    1.30153e+13              0    8.57847e+16    5.58716e+07
             40     1.4947e+13              0    9.87535e+16    7.55074e+07
             41    1.71152e+13              0     1.1343e+17     9.9373e+07
             42    1.95433e+13              0    1.30008e+17    1.27837e+08
             43     2.2256e+13              0      1.487e+17    1.61237e+08
             44    2.52801e+13              0    1.69739e+17    1.99872e+08
             45    2.86441e+13              0    1.93381e+17    2.44008e+08
             46    3.23785e+13              0    2.19903e+17    2.93876e+08
             47    3.65162e+13              0    2.49609e+17    3.49676e+08
             48    4.10918e+13              0    2.82832e+17    4.11569e+08
             49    4.61427e+13              0    3.19932e+17    4.79683e+08
             50    5.17084e+13              0    3.61302e+17    5.54116e+08
             51    5.78308e+13              0    4.07368e+17    6.34937e+08
             52    6.45549e+13              0    4.58593e+17    7.22187e+08
             53     7.1928e+13              0     5.1548e+17    8.15883e+08
             54    8.00003e+13              0    5.74948e+17    9.16015e+08
             55    8.88253e+13              0    6.25712e+17    1.02255e+09
             56    9.84592e+13              0    6.65064e+17    1.13545e+09
             57    1.08962e+14              0    7.45838e+17    1.25464e+09
             58    1.20396e+14              0    7.74915e+17    1.38005e+09
             59    1.32828e+14              0    8.64867e+17    1.51157e+09
             60    1.46328e+14              0    8.91135e+17     1.6491e+09
             61     1.6097e+14              0    9.45254e+17    1.79252e+09
             62    1.76831e+14              0    1.00262e+18     1.9417e+09
             63    1.93994e+14              0     1.0821e+18    2.09652e+09
             64    2.12544e+14              0    1.11595e+18    2.25682e+09
             65    2.32573e+14              0    1.13069e+18    2.42246e+09
             66    2.54174e+14              0    1.25991e+18     2.5933e+09
             67    2.77447e+14              0    1.20235e+18    2.76917e+09
             68    3.02496e+14              0    1.24382e+18    2.94993e+09
             69    3.29432e+14              0    1.29314e+18     3.1354e+09
             70    3.58367e+14              0    1.29054e+18    3.32543e+09
             71    3.89423e+14              0    1.34892e+18    3.51987e+09
             72    4.22725e+14              0    1.34049e+18    3.71855e+09
             73    4.58403e+14              0    1.38934e+18    3.92131e+09
             74    4.96594e+14              0    1.40632e+18    4.12799e+09
             75    5.37442e+14              0    1.38859e+18    4.33844e+09
             76    5.81096e+14              0     1.4971e+18     4.5525e+09
             77     6.2771e+14              0    1.42376e+18    4.77002e+09
             78    6.77448e+14              0    1.44244e+18    4.99085e+09
             79    7.30478e+14              0    1.49944e+18    5.21484e+09
             80    7.86977e+14              0    1.46293e+18    5.44184e+09
             81    8.47128e+14              0    1.49696e+18    5.67171e+09
             82    9.11121e+14              0    1.49605e+18    5.90432e+09
             83    9.79156e+14              0     1.5142e+18    6.13952e+09
             84    1.05144e+15              0    1.49078e+18    6.37718e+09
             85    1.12818e+15              0    1.49488e+18    6.61718e+09
             86    1.20961e+15              0     1.5254e+18    6.85938e+09
             87    1.29595e+15              0    1.46895e+18    7.10367e+09
             88    1.38745e+15              0    1.49894e+18    7.34991e+09
             89    1.48436e+15              0    1.49465e+18    7.59801e+09
             90    1.58692e+15              0    1.46758e+18    7.84784e+09
             91    1.69542e+15              0    1.47497e+18    8.09929e+09
             92    1.81013e+15              0    1.46845e+18    8.35226e+09
             93    1.93133e+15              0    1.48188e+18    8.60664e+09
             94    2.05932e+15              0     1.4428e+18    8.86233e+09
             95    2.19442e+15              0    1.44783e+18    9.11924e+09
             96    2.33694e+15              0    1.45952e+18    9.37727e+09
             97    2.48721e+15              0    1.40777e+18    9.63634e+09
             98    2.64557e+15              0    1.43519e+18    9.89635e+09
             99    2.81238e+15              0    1.42386e+18    1.01572e+10
            100      2.988e+15              0    1.39235e+18    1.04189e+10
