    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1         W1->P2
             80    8.65675e+14              0    1.32994e+18    7.67885e+09
             81    9.31841e+14              0    1.36088e+18    8.19549e+09
             82    1.00223e+15              0    1.36005e+18    8.72869e+09
             83    1.07707e+15              0    1.37654e+18    9.27817e+09
             84    1.15658e+15              0    1.35526e+18    9.84365e+09
             85      1.241e+15              0    1.35898e+18    1.04248e+10
             86    1.33057e+15              0    1.38673e+18    1.10214e+10
             87    1.42555e+15              0    1.33541e+18    1.16331e+10
             88     1.5262e+15              0    1.36267e+18    1.22595e+10
             89    1.63279e+15              0    1.35878e+18    1.29003e+10
             90    1.74561e+15              0    1.33416e+18    1.35553e+10
             91    1.86496e+15              0    1.34088e+18     1.4224e+10
             92    1.99114e+15              0    1.33496e+18    1.49061e+10
             93    2.12446e+15              0    1.34717e+18    1.56013e+10
             94    2.26526e+15              0    1.31164e+18    1.63092e+10
             95    2.41386e+15              0    1.31621e+18    1.70296e+10
             96    2.57063e+15              0    1.32683e+18    1.77619e+10
             97    2.73593e+15              0    1.27979e+18     1.8506e+10
             98    2.91013e+15              0    1.30472e+18    1.92615e+10
             99    3.09362e+15              0    1.29442e+18    2.00279e+10
            100     3.2868e+15              0    1.26577e+18    2.08051e+10
    E, kcal/mol    D, mol/kcal         W2->W1         W2->P1         W2->P2
              0    1.39132e+07              0              0    2.20561e-32
              1    6.40206e+07              0     9.0765e+11    1.15096e-30
              2    1.99049e+08              0    3.52471e+12    2.43915e-29
              3    4.77688e+08              0    8.66992e+12    3.63914e-28
              4    1.01223e+09              0    1.69423e+13    4.19362e-27
              5    1.93533e+09              0    2.96094e+13    4.09001e-26
              6    3.44375e+09              0      4.806e+13    3.49703e-25
              7    5.80271e+09              0    7.40523e+13     2.6889e-24
              8    9.34587e+09              0    1.09837e+14    1.89712e-23
              9    1.45307e+10              0    1.57787e+14     1.2424e-22
             10    2.18813e+10              0    2.21352e+14    7.64914e-22
             11    3.21046e+10              0    3.04016e+14    4.45621e-21
             12    4.60155e+10              0    4.10433e+14    2.47442e-20
             13    6.46242e+10              0    5.45838e+14    1.31611e-19
             14    8.91473e+10              0    7.16347e+14    6.73294e-19
             15    1.20997e+11              0    9.29356e+14    3.32553e-18
             16    1.61889e+11              0    1.19309e+15    1.59021e-17
             17    2.13759e+11              0    1.51759e+15    7.38252e-17
             18    2.78912e+11              0    1.91403e+15    3.33447e-16
             19    3.59972e+11              0    2.39557e+15     1.4682e-15
             20    4.59946e+11              0    2.97729e+15    6.31285e-15
             21      5.823e+11              0    3.67626e+15    2.65448e-14
             22    7.30913e+11              0     4.5123e+15    1.09308e-13
             23    9.10232e+11              0     5.5076e+15     4.4131e-13
             24     1.1252e+12              0    6.68771e+15    1.74878e-12
             25    1.38139e+12              0    8.08138e+15     6.8084e-12
             26    1.68504e+12              0    9.72111e+15    2.60648e-11
             27    2.04303e+12              0    1.16437e+16     9.8202e-11
             28    2.46308e+12              0    1.38901e+16    3.64378e-10
             29    2.95366e+12              0    1.65069e+16    1.33245e-09
             30    3.52415e+12              0    1.95458e+16    4.80484e-09
             31    4.18484e+12              0    2.30647e+16    1.70958e-08
             32    4.94704e+12              0    2.71284e+16    6.00504e-08
             33    5.82313e+12              0    3.18088e+16    2.08337e-07
             34     6.8266e+12              0     3.7186e+16     7.1424e-07
             35     7.9722e+12              0    4.33487e+16    2.42065e-06
             36    9.27591e+12              0    5.03955e+16    8.11344e-06
             37    1.07551e+13              0     5.8435e+16    2.69045e-05
             38    1.24287e+13              0    6.75876e+16     8.8297e-05
             39    1.43168e+13              0    7.79861e+16    0.000286887
             40    1.64417e+13              0     8.9776e+16    0.000923111
             41    1.88268e+13              0    1.03118e+17     0.00294241
             42    2.14977e+13              0    1.18189e+17     0.00929351
             43    2.44816e+13              0    1.35182e+17      0.0290936
             44    2.78081e+13              0    1.54308e+17      0.0902947
             45    3.15085e+13              0    1.75801e+17       0.277894
             46    3.56164e+13              0    1.99912e+17        0.84829
             47    4.01678e+13              0    2.26918e+17        2.56891
             48     4.5201e+13              0     2.5712e+17        7.71938
             49     5.0757e+13              0    2.90847e+17        23.0209
             50    5.68792e+13              0    3.28456e+17        68.1457
             51    6.36139e+13              0    3.70334e+17        200.246
             52    7.10104e+13              0    4.16903e+17        584.046
             53    7.91208e+13              0    4.68618e+17        1689.56
             54    8.80004e+13              0     5.2268e+17         4835.9
             55    9.77078e+13              0    5.68829e+17        13600.2
             56    1.08305e+14              0    6.04604e+17        36994.9
             57    1.19858e+14              0    6.78035e+17        94998.6
             58    1.32435e+14              0    7.04468e+17         225450
             59     1.4611e+14              0    7.86243e+17         490587
             60     1.6096e+14              0    8.10123e+17         982509
             61    1.77066e+14              0    8.59322e+17    1.82785e+06
             62    1.94514e+14              0    9.11469e+17    3.19164e+06
             63    2.13393e+14              0    9.83723e+17    5.27976e+06
             64    2.33799e+14              0     1.0145e+18    8.33972e+06
             65     2.5583e+14              0     1.0279e+18    1.26602e+07
             66    2.79591e+14              0    1.14537e+18    1.85701e+07
             67    3.05191e+14              0    1.09304e+18    2.64363e+07
             68    3.32746e+14              0    1.13075e+18    3.66612e+07
             69    3.62375e+14              0    1.17558e+18    4.96788e+07
             70    3.94204e+14              0    1.17322e+18    6.59511e+07
             71    4.28366e+14              0    1.22629e+18    8.59645e+07
             72    4.64997e+14              0    1.21862e+18    1.10225e+08
             73    5.04243e+14              0    1.26304e+18    1.39256e+08
             74    5.46254e+14              0    1.27847e+18    1.73591e+08
             75    5.91186e+14              0    1.26235e+18    2.13771e+08
             76    6.39205e+14              0      1.361e+18    2.60344e+08
             77    6.90481e+14              0    1.29432e+18    3.13856e+08
             78    7.45193e+14              0     1.3113e+18    3.74851e+08
             79    8.03526e+14              0    1.36312e+18    4.43867e+08
             80    8.65675e+14              0    1.32994e+18    5.21434e+08
             81    9.31841e+14              0    1.36088e+18     6.0807e+08
             82    1.00223e+15              0    1.36005e+18    7.04281e+08
             83    1.07707e+15              0    1.37654e+18    8.10557e+08
             84    1.15658e+15              0    1.35526e+18    9.27372e+08
             85      1.241e+15              0    1.35898e+18    1.05518e+09
             86    1.33057e+15              0    1.38673e+18    1.19441e+09
             87    1.42555e+15              0    1.33541e+18    1.34549e+09
             88     1.5262e+15              0    1.36267e+18    1.50881e+09
             89    1.63279e+15              0    1.35878e+18    1.68473e+09
             90    1.74561e+15              0    1.33416e+18     1.8736e+09
             91    1.86496e+15              0    1.34088e+18    2.07576e+09
             92    1.99114e+15              0    1.33496e+18     2.2915e+09
             93    2.12446e+15              0    1.34717e+18    2.52111e+09
             94    2.26526e+15              0    1.31164e+18    2.76484e+09
             95    2.41386e+15              0    1.31621e+18    3.02293e+09
             96    2.57063e+15              0    1.32683e+18    3.29559e+09
             97    2.73593e+15              0    1.27979e+18    3.58301e+09
             98    2.91013e+15              0    1.30472e+18    3.88536e+09
             99    3.09362e+15              0    1.29442e+18    4.20278e+09
            100     3.2868e+15              0    1.26577e+18    4.53542e+09
