========================================
JOEsinglet2_B1_Frequencies_1_0.1.out
10 atm
T,P1->W1
1000.0,3.38939e-23
1005.0,3.91474e-23
1010.0,4.51534e-23
1015.0,5.20107e-23
1020.0,5.98297e-23
1025.0,6.87342e-23
1030.0,7.8862e-23
1035.0,9.03669e-23
1040.0,1.0342e-22
1045.0,1.18213e-22
1050.0,1.34956e-22
1055.0,1.53885e-22
1060.0,1.75262e-22
1065.0,1.99373e-22
1070.0,2.2654e-22
1075.0,2.57116e-22
1080.0,2.9149e-22
1085.0,3.30093e-22
1090.0,3.73399e-22
1095.0,4.21931e-22
1100.0,4.76262e-22
1105.0,5.37025e-22
1110.0,6.04911e-22
1115.0,6.8068e-22
1120.0,7.65167e-22
1125.0,8.59281e-22
1130.0,9.64021e-22
1135.0,1.08048e-21
1140.0,1.20984e-21
1145.0,1.3534e-21
1150.0,1.51258e-21
1155.0,1.68893e-21
1160.0,1.88411e-21
1165.0,2.09995e-21
1170.0,2.33844e-21
1175.0,2.60173e-21
1180.0,2.89215e-21
1185.0,3.21223e-21
1190.0,3.56471e-21
1195.0,3.95256e-21
1200.0,4.37899e-21
1205.0,4.84747e-21
1210.0,5.36174e-21
1215.0,5.92584e-21
1220.0,6.54413e-21
1225.0,7.22132e-21
1230.0,7.96246e-21
1235.0,8.77299e-21
1240.0,9.65877e-21
1245.0,1.06261e-20
1250.0,1.16817e-20
1255.0,1.28329e-20
1260.0,1.40875e-20
1265.0,1.54537e-20
1270.0,1.69406e-20
1275.0,1.85577e-20
1280.0,2.03153e-20
1285.0,2.22243e-20
1290.0,2.42964e-20
1295.0,2.65441e-20
1300.0,2.89809e-20
1305.0,3.16208e-20
1310.0,3.44793e-20
1315.0,3.75723e-20
1320.0,4.09173e-20
1325.0,4.45324e-20
1330.0,4.84374e-20
1335.0,5.2653e-20
1340.0,5.72011e-20
1345.0,6.21055e-20
1350.0,6.73908e-20
1355.0,7.30836e-20
1360.0,7.9212e-20
1365.0,8.58055e-20
1370.0,9.28959e-20
1375.0,1.00516e-19
1380.0,1.08702e-19
1385.0,1.17491e-19
1390.0,1.26922e-19
1395.0,1.37038e-19
1400.0,1.47881e-19
1405.0,1.595e-19
1410.0,1.71943e-19
1415.0,1.85262e-19
1420.0,1.99513e-19
1425.0,2.14752e-19
1430.0,2.3104e-19
1435.0,2.48443e-19
